"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"CH","2024-04-11","81.1","1.9","5.89","Suárez, Ranger",656582,624133,,"called_strike",,,,,3,"Connor Joe grounds out softly to first baseman Bryce Harper.   Henry Davis to 2nd.","R","R","L","PHI","PIT","S",,,0,0,2024,"0.62","0.17","0.42","3.28",,,680779,1,3,"Top",,,,,592663,,,-4.4984679073435565,-118.14976688149316,0.41679053070736316,6.62970289733119,21.412833163155415,-30.843513719313616,"3.24","1.55",,,,"81.2",1220,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.31",,,,,,,,18,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",126,"0","-0.048",,
"SI","2024-04-11","92.2","1.87","5.99","Suárez, Ranger",680779,624133,"single","hit_into_play",,,,,8,"Henry Davis singles on a ground ball to left fielder Whit Merrifield.","R","R","L","PHI","PIT","X",7,"ground_ball",1,1,2024,"1.04","0.65","0.05","2.17",,,,1,3,"Top",108.2,122.55,,,592663,,,-6.876298713946537,-133.92255008477093,-5.183478925310818,14.054692335606797,32.898470018572525,-23.334043152358205,"3.36","1.67",104,"99",4,"91.5",1997,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.22",0.497,0.469,"0.9",1,1,0,4,17,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"-0.028","0.274","78.65444","7.17351"
"SI","2024-04-11","92.4","1.6","6.08","Suárez, Ranger",680779,624133,,"ball",,,,,13,"Henry Davis singles on a ground ball to left fielder Whit Merrifield.","R","R","L","PHI","PIT","B",,,0,1,2024,"1.28","0.79","-1.22","1.88",,,,1,3,"Top",,,,,592663,,,-9.957835533348325,-134.02047984799722,-6.517600788930592,17.719133448440527,32.3949102952923,-21.275724540450106,"3.39","1.7",,,,"91.8",1985,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.13",,,,,,,,17,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","0.015",,
"CU","2024-04-11","75.5","1.55","6.07","Suárez, Ranger",680779,624133,,"called_strike",,,,,5,"Henry Davis singles on a ground ball to left fielder Whit Merrifield.","R","R","L","PHI","PIT","S",,,0,0,2024,"-1.16","-0.78","-0.07","2.57",,,,1,3,"Top",,,,,592663,,,-1.2841535985584496,-109.77309413954741,1.3717227567743495,-8.991078837401478,23.02284763509517,-38.97315524583014,"3.37","1.68",,,,"74.9",2205,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.18",,,,,,,,17,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",312,"0","-0.023",,
"SI","2024-04-11","90.7","1.93","6.01","Suárez, Ranger",669707,624133,"field_out","hit_into_play",,,,,6,"Jared Triolo grounds out softly, catcher J.  T. Realmuto to first baseman Bryce Harper.","R","R","L","PHI","PIT","X",2,"ground_ball",2,0,2024,"1.44","0.28","0.72","2.53",,,,0,3,"Top",127.22,201.62,,,592663,,,-6.088395186046873,-131.69927890115193,-3.219700473994732,18.00885340890061,34.31569840170317,-28.383109212899324,"3.69","1.7",1,"59.7",-69,"89.5",1926,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.32",0.203,0.196,"0",1,0,0,2,16,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",141,"0.025","-0.323","66.39548","8.23847"
"FC","2024-04-11","87","1.71","6.11","Suárez, Ranger",669707,624133,,"ball",,,,,13,"Jared Triolo grounds out softly, catcher J.  T. Realmuto to first baseman Bryce Harper.","R","R","L","PHI","PIT","B",,,1,0,2024,"-0.36","0.43","-1.14","2.5",,,,0,3,"Top",,,,,592663,,,-6.109295601180729,-126.4820819379057,-3.2862560476027083,-2.4900230440360054,28.35635980686526,-27.11516539460075,"3.7","1.71",,,,"86.6",2109,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.16",,,,,,,,16,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",200,"0","0.061",,
"FF","2024-04-11","92.6","1.79","6.07","Suárez, Ranger",669707,624133,,"ball",,,,,13,"Jared Triolo grounds out softly, catcher J.  T. Realmuto to first baseman Bryce Harper.","R","R","L","PHI","PIT","B",,,0,0,2024,"0.32","1.26","-0.76","1.3",,,,0,3,"Top",,,,,592663,,,-7.197748721533955,-134.38857822378606,-9.044968780355486,5.526877538044653,31.223644852868034,-15.01016714172992,"3.71","1.72",,,,"92.1",2014,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.22",,,,,,,,16,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",136,"0","0.034",,
"CU","2024-04-11","77.5","1.71","6.02","Suárez, Ranger",665833,624133,"field_out","hit_into_play",,,,,13,"Oneil Cruz grounds out, first baseman Bryce Harper to pitcher Ranger Suárez.","R","L","L","PHI","PIT","X",3,"ground_ball",1,1,2024,"-0.72","-0.91","-0.27","1.1",,,,2,2,"Top",163.08,167.98,,,592663,,,-2.9167139556752333,-112.7934490661155,-1.9157941531212224,-5.621044276062267,21.31142460306877,-39.75260750896859,"3.65","1.78",69,"87.6",3,"77.7",2267,"6.5",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"53.97",0.354,0.368,"0",1,0,0,2,11,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",318,"0.01","-0.094","68.23088","8.17804"
"SI","2024-04-11","90.4","1.73","6.04","Suárez, Ranger",665833,624133,,"ball",,,,,14,"Oneil Cruz grounds out, first baseman Bryce Harper to pitcher Ranger Suárez.","R","L","L","PHI","PIT","B",,,0,1,2024,"1.38","0.48","0.99","2.01",,,,2,2,"Top",,,,,592663,,,-4.81705217312386,-131.55743038123137,-5.129894203159415,17.09966518383066,28.71652186230126,-25.739353736267702,"3.63","1.8",,,,"90.7",1905,"6.5",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"53.98",,,,,,,,11,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",150,"0","0.011",,
"SI","2024-04-11","92.2","1.67","6.07","Suárez, Ranger",665833,624133,,"called_strike",,,,,5,"Oneil Cruz grounds out, first baseman Bryce Harper to pitcher Ranger Suárez.","R","L","L","PHI","PIT","S",,,0,0,2024,"1.39","0.33","-0.06","2.69",,,,2,2,"Top",,,,,592663,,,-7.395901484429117,-134.1355007767864,-3.4641029007090935,18.40814104838136,28.72905102114942,-27.676503061568148,"3.74","1.83",,,,"92.1",1984,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.31",,,,,,,,11,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.016",,
"FF","2024-04-11","93","1.83","6.06","Suárez, Ranger",572191,624133,"strikeout","swinging_strike",,,,,11,"Michael A.   Taylor strikes out swinging.","R","R","L","PHI","PIT","S",2,,2,2,2024,"0.44","1.16","-0.34","3.77",,,,1,2,"Top",,,,,592663,,,-6.5323150414076725,-135.32313076603728,-2.644621005972788,6.837503051376342,27.947252424497222,-17.52955012878489,"3.53","1.68",,,,"93.1",2081,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.25",,0,"0",1,0,0,,10,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",139,"0.017","-0.142",,
"SI","2024-04-11","92","1.62","6.07","Suárez, Ranger",572191,624133,,"ball",,,,,11,"Michael A.   Taylor strikes out swinging.","R","R","L","PHI","PIT","B",,,1,2,2024,"1.14","0.63","-1.02","3.15",,,,1,2,"Top",,,,,592663,,,-9.173991685773546,-133.55371107029734,-2.84623581957659,15.770212155297767,31.485637146644038,-24.238626563991826,"3.55","1.71",,,,"91.6",1921,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.12",,,,,,,,10,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",158,"0","0.027",,
"CU","2024-04-11","75.1","1.53","6.06","Suárez, Ranger",572191,624133,,"foul",,,,,5,"Michael A.   Taylor strikes out swinging.","R","R","L","PHI","PIT","S",,,1,1,2024,"-1.12","-0.94","0.27","2.43",,,,1,2,"Top",,,,,592663,,,-0.6282987302526303,-109.28088931936415,1.348036374225228,-8.829528258301004,20.228281236479635,-40.164987660996545,"3.53","1.68",154,"60",44,"75",2193,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.19",,,,,,,,10,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",315,"0","-0.038","72.22908","6.72461"
"FF","2024-04-11","92.6","1.84","6.03","Suárez, Ranger",572191,624133,,"swinging_strike",,,,,5,"Michael A.   Taylor strikes out swinging.","R","R","L","PHI","PIT","S",,,1,0,2024,"0.24","0.96","-0.27","2.76",,,,1,2,"Top",,,,,592663,,,-5.885825261178376,-134.7944285727625,-4.682146131491926,4.088528640224823,27.105556371104537,-19.594062530113465,"3.53","1.68",,,,"92.6",2019,"6.1",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.37",,,,,,,,10,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0","-0.032","79.17077","6.84089"
"CU","2024-04-11","74.9","1.75","6.02","Suárez, Ranger",572191,624133,,"ball",,,,,12,"Michael A.   Taylor strikes out swinging.","R","R","L","PHI","PIT","B",,,0,0,2024,"-1.26","-0.98","1.85","2.84",,,,1,2,"Top",,,,,592663,,,2.437523808402559,-108.96853097709632,2.4318882309143284,-10.438704303959984,21.448339003733658,-40.628995132174914,"3.5","1.61",,,,"74.5",2077,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.24",,,,,,,,10,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",310,"0","0.024",,
"FF","2024-04-11","92.6","1.82","6.02","Suárez, Ranger",457705,624133,"strikeout","called_strike",,,,,8,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","S",2,,3,2,2024,"0.49","1.05","-0.18","1.71",,,,0,2,"Top",,,,,592663,,,-6.165200014447545,-134.58284662301554,-7.492598809525631,7.278434669811089,28.245971622294885,-17.93389453884128,"3.39","1.64",,,,"92.6",2033,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.22",,0,"0",1,0,0,,9,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0.023","-0.299",,
"FC","2024-04-11","88.5","1.71","6.08","Suárez, Ranger",457705,624133,,"ball",,,,,13,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","B",,,2,2,2024,"-0.25","0.44","-0.95","1.65",,,,0,2,"Top",,,,,592663,,,-5.982733800369403,-128.70857085066223,-5.650375284086923,-1.5198464288355993,27.34271183602282,-26.295376023429746,"3.46","1.67",,,,"88.5",2176,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.15",,,,,,,,9,5,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",194,"0","0.096",,
"FC","2024-04-11","86.1","1.95","5.98","Suárez, Ranger",457705,624133,,"ball",,,,,12,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","B",,,1,2,2024,"-0.31","0.42","1.73","2.62",,,,0,2,"Top",,,,,592663,,,0.10200052521370982,-125.482501463133,-2.618366189249584,-3.2916690320188557,25.3883566817304,-27.437634201357042,"3.46","1.68",,,,"86.2",2128,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.25",,,,,,,,9,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",205,"0","0.036",,
"FC","2024-04-11","87.5","1.8","6.09","Suárez, Ranger",457705,624133,,"foul",,,,,5,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","S",,,1,1,2024,"-0.34","0.44","-0.01","2.67",,,,0,2,"Top",,,,,592663,,,-3.658510294034138,-127.43141471703464,-2.9866273841894406,-2.9356142994357954,27.512492447176317,-27.02312233001394,"3.44","1.66",167,"68.1",56,"87.3",2218,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.29",,,,,,,,9,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",172,"0","-0.05","70.30893","7.00398"
"FF","2024-04-11","92.5","1.82","6","Suárez, Ranger",457705,624133,,"called_strike",,,,,8,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","S",,,1,0,2024,"0.36","1.16","-0.06","2.1",,,,0,2,"Top",,,,,592663,,,-5.541490232571347,-134.52575838652766,-6.61234894801639,5.656730848958858,31.06269259050469,-16.795258986049106,"3.46","1.68",,,,"91.9",2027,"6.1",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.38",,,,,,,,9,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0","-0.044",,
"SI","2024-04-11","90.5","1.94","5.89","Suárez, Ranger",457705,624133,,"ball",,,,,14,"Andrew McCutchen called out on strikes.","R","R","L","PHI","PIT","B",,,0,0,2024,"1.49","0.08","0.42","1.48",,,,0,2,"Top",,,,,592663,,,-6.9565152747336825,-131.4195495289417,-5.075253207660721,18.801906548039835,33.6083196375771,-30.13578031943143,"3.45","1.67",,,,"89.3",1952,"6.1",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.37",,,,,,,,9,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","0.034",,
"SI","2024-04-11","92.1","1.93","5.99","Suárez, Ranger",658668,624133,"field_out","hit_into_play",,,,,8,"Edward Olivares lines out sharply to left fielder Whit Merrifield.","R","R","L","PHI","PIT","X",7,"line_drive",1,1,2024,"1.24","0.42","-0.18","1.85",,,663647,2,1,"Top",70.6,68.62,,,592663,,,-8.05631252861353,-133.89528615503002,-5.58490899533226,16.601164805910923,28.695754457316337,-26.118723464059457,"3.61","1.74",350,"109.1",16,"92.2",1996,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.12",0.617,0.695,"0",1,0,0,6,4,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",143,"0.022","-0.216","75.72031","7.35963"
"CU","2024-04-11","76.3","1.57","6.09","Suárez, Ranger",658668,624133,,"blocked_ball",,,,,13,"Edward Olivares lines out sharply to left fielder Whit Merrifield.","R","R","L","PHI","PIT","B",,,0,1,2024,"-0.72","-0.65","-1.19","0.9",,,663647,2,1,"Top",,,,,592663,,,-4.519571665595817,-111.11985380965575,-2.761717139899025,-5.227265577676575,18.87559335875336,-37.33063681731123,"3.64","1.77",,,,"76.6",2146,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.12",,,,,,,,4,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",314,"0","0.027",,
"FF","2024-04-11","92.8","1.93","6.06","Suárez, Ranger",658668,624133,,"foul",,,,,4,"Edward Olivares lines out sharply to left fielder Whit Merrifield.","R","R","L","PHI","PIT","S",,,0,0,2024,"0.23","1.07","-0.76","2.53",,,663647,2,1,"Top",,,,,592663,,,-7.387223262025289,-134.8819359782191,-5.561817404486429,4.452426332726389,29.855892396986683,-18.043675257862308,"3.61","1.74",2,"52.5",-58,"92.8",2012,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.13",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",135,"0","-0.039",,
"CU","2024-04-11","77.2","1.73","6","Suárez, Ranger",663647,624133,"walk","ball",,,,,14,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","B",,,3,2,2024,"-0.58","-0.76","1.19","2.04",,,,2,1,"Top",,,,,592663,,,-0.10848024703090053,-112.41581237479292,-0.07529796361052798,-4.863943903111055,21.041382579456467,-38.837630518782476,"3.28","1.58",,,,"77.3",2210,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.11",,0.689131,"0.7",1,0,0,,3,6,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",311,"-0.012","0.103",,
"SI","2024-04-11","91.3","1.88","6","Suárez, Ranger",663647,624133,,"foul",,,,,6,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","S",,,3,1,2024,"1.23","0.42","0.63","2.52",,,,2,1,"Top",,,,,592663,,,-5.786444831867804,-132.73760945729796,-3.6793895603302027,15.823147806589297,32.356792070880246,-26.544348654706067,"3.25","1.55",91,"73.7",16,"90.6",1853,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.28",,,,,,,,3,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",149,"0","-0.035","74.53855","6.59499"
"SI","2024-04-11","92.8","1.76","6.03","Suárez, Ranger",663647,624133,,"ball",,,,,13,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","B",,,2,1,2024,"0.91","0.39","-1.53","1.26",,,,2,1,"Top",,,,,592663,,,-10.404207641259918,-134.49379775063505,-7.161429806024094,13.50452027812796,32.21069129117333,-25.95146289175543,"3.25","1.56",,,,"92.2",1930,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.09",,,,,,,,3,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",137,"0","0.043",,
"SI","2024-04-11","91.3","1.93","6","Suárez, Ranger",663647,624133,,"called_strike",,,,,8,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","S",,,2,0,2024,"1.37","0.22","0.22","1.8",,,,2,1,"Top",,,,,592663,,,-7.2223526593800695,-132.5108109583879,-5.018371378535137,17.725421423086765,33.73917979123565,-28.526627845322604,"3.26","1.57",,,,"90.4",1906,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.16",,,,,,,,3,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",139,"0","-0.024",,
"FC","2024-04-11","88.4","1.79","5.99","Suárez, Ranger",663647,624133,,"ball",,,,,13,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","B",,,1,0,2024,"-0.29","0.4","-1.08","1.76",,,,2,1,"Top",,,,,592663,,,-6.386812727128714,-128.51191600214395,-5.052326748097637,-1.7868629886392384,28.194906954318686,-26.826283572363945,"3.28","1.58",,,,"88.3",2106,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.08",,,,,,,,3,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",171,"0","0.026",,
"SI","2024-04-11","93.4","1.57","6.03","Suárez, Ranger",663647,624133,,"ball",,,,,13,"Ke'Bryan Hayes walks.","R","R","L","PHI","PIT","B",,,0,0,2024,"1.31","0.52","-1.13","1.83",,,,2,1,"Top",,,,,592663,,,-9.851327901741326,-135.45461917571225,-6.080958126490328,18.46160093640848,34.19550093615544,-24.503491539609257,"3.28","1.58",,,,"92.8",2039,"6.5",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.01",,,,,,,,3,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",144,"0","0.015",,
"CU","2024-04-11","74.5","1.66","5.98","Suárez, Ranger",668804,624133,"field_out","hit_into_play",,,,,9,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","X",9,"line_drive",2,2,2024,"-1.5","-1.04","0.72","1.87",,,,1,1,"Top",196.13,109.82,,,592663,,,0.7074161732797233,-108.35407390918112,0.7308454909009092,-11.803801560731584,22.174900498582574,-40.67130296505509,"3.02","1.49",281,"89.5",20,"74.2",2216,"6.5",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.05",0.397,0.357,"0",1,0,0,4,2,7,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",314,"0.015","-0.142","64.98166","6.90276"
"CU","2024-04-11","76.3","1.71","6.01","Suárez, Ranger",668804,624133,,"foul",,,,,14,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","S",,,2,2,2024,"-1.22","-0.98","0.1","1.24",,,,1,1,"Top",,,,,592663,,,-1.1870215838362346,-111.0293217162868,-1.1304642536175984,-9.755752852390762,22.250603516715255,-40.21174227610226,"3.02","1.49",3,"52.4",-28,"76.1",2234,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.11",,,,,,,,2,6,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",318,"0","0","65.90548","8.17889"
"CH","2024-04-11","82.8","1.91","5.76","Suárez, Ranger",668804,624133,,"foul",,,,,8,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","S",,,2,2,2024,"0.88","0.53","0.09","1.78",,,,1,1,"Top",,,,,592663,,,-5.846852557310977,-120.4030868369774,-3.583733381911949,9.756481892998611,24.244552125358897,-26.547228154021685,"3.02","1.49",7,"42.6",-15,"82.4",1239,"6.1",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.39",,,,,,,,2,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",121,"0","0","78.94282","7.64447"
"SI","2024-04-11","90.8","1.9","5.99","Suárez, Ranger",668804,624133,,"ball",,,,,13,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","B",,,1,2,2024,"1.23","0.3","-0.39","1.37",,,,1,1,"Top",,,,,592663,,,-8.347440117262984,-131.8010165219513,-6.166589073819314,16.232949819521387,31.71785777020556,-27.43929555107782,"3.26","1.61",,,,"90",1967,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.24",,,,,,,,2,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",137,"0","0.027",,
"SI","2024-04-11","92.3","1.73","6.08","Suárez, Ranger",668804,624133,,"ball",,,,,13,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","B",,,0,2,2024,"0.65","0.61","-1.5","2.37",,,,1,1,"Top",,,,,592663,,,-9.627940401987434,-133.96029441157503,-4.897818316634749,9.989226791362821,29.84678636676535,-23.96546884436501,"3.29","1.56",,,,"92",2001,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.17",,,,,,,,2,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",145,"0","0.013",,
"CH","2024-04-11","83.1","2.01","5.81","Suárez, Ranger",668804,624133,,"swinging_strike",,,,,6,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","S",,,0,1,2024,"0.52","0.68","0.32","2.19",,,,1,1,"Top",,,,,592663,,,-4.879024491158623,-121.04406342426971,-3.195660993863285,6.051841254797651,22.800577675113423,-25.024817679420966,"3.02","1.49",,,,"83",1269,"6.1",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.41",,,,,,,,2,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",126,"0","-0.036","75.48671","7.92317"
"FC","2024-04-11","87.7","1.76","6.06","Suárez, Ranger",668804,624133,,"swinging_strike",,,,,13,"Bryan Reynolds lines out to right fielder Nick Castellanos.","R","R","L","PHI","PIT","S",,,0,0,2024,"-0.86","0.37","-1.12","2.03",,,,1,1,"Top",,,,,592663,,,-5.194107000287696,-127.652722106935,-4.410636316640089,-8.340062931473676,26.93426589516498,-27.3709319062913,"3.02","1.49",,,,"87.8",2060,"6.4",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.12",,,,,,,,2,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",199,"0","-0.023","77.21472","7.48087"
"SI","2024-04-11","91.5","1.79","6.14","Suárez, Ranger",656582,624133,"field_out","hit_into_play",,,,,1,"Connor Joe pops out to second baseman Bryson Stott.","R","R","L","PHI","PIT","X",4,"popup",1,2,2024,"1.3","0.54","-0.43","2.87",,,,0,1,"Top",126.27,133.55,,,592663,,,-8.391277666203706,-132.94401125741282,-3.4857823529890486,17.271419202606253,29.471553994247117,-25.252016253260678,"3.19","1.52",169,"72.9",59,"91.3",1968,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.19",0.023,0.022,"0",1,0,0,3,1,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",153,"0.022","-0.167","73.46361","6.99311"
"CU","2024-04-11","74.1","1.82","6.05","Suárez, Ranger",656582,624133,,"ball",,,,,14,"Connor Joe pops out to second baseman Bryson Stott.","R","R","L","PHI","PIT","B",,,0,2,2024,"-1.16","-0.89","0.82","1.44",,,,0,1,"Top",,,,,592663,,,-0.025802542486123403,-107.94696911785013,-0.551624250251728,-9.007953940125317,20.91531785677646,-39.231101457038925,"3.3","1.6",,,,"73.8",2290,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.25",,,,,,,,1,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",310,"0","0.021",,
"SI","2024-04-11","90.9","1.84","6.09","Suárez, Ranger",656582,624133,,"called_strike",,,,,1,"Connor Joe pops out to second baseman Bryson Stott.","R","R","L","PHI","PIT","S",,,0,1,2024,"1.15","0.46","-0.45","2.86",,,,0,1,"Top",,,,,592663,,,-8.198134591316936,-132.1239922039238,-3.127378143007054,15.228798742848333,29.562692659059156,-26.263996591500263,"3.29","1.6",,,,"90.5",1961,"6.3",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.25",,,,,,,,1,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.049",,
"SI","2024-04-11","91.2","1.91","5.91","Suárez, Ranger",656582,624133,,"called_strike",,,,,6,"Connor Joe pops out to second baseman Bryson Stott.","R","R","L","PHI","PIT","S",,,0,0,2024,"1.38","0.25","0.53","2.24",,,,0,1,"Top",,,,,592663,,,-6.428521966928551,-132.6194423087669,-3.811400909393596,17.621933821966277,30.410031865727742,-28.578297745529802,"3.24","1.55",,,,"90.8",1941,"6.2",745601,624133,592663,547180,681082,664761,607208,593160,669016,592206,"54.25",,,,,,,,1,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",146,"0","-0.033",,
"SI","2024-04-06","88.6","1.72","6","Suárez, Ranger",608385,624133,"hit_by_pitch","hit_by_pitch",,,,,12,"Jesse Winker hit by pitch.","R","L","L","WSH","PHI","B",,,1,1,2024,"1.13","0.48","1.59","3.74",,,,0,7,"Bot",,,,,592663,,,-2.6825545250264886,-129.04138139187313,-0.5144000169168299,13.21398109792768,25.411823545191247,-26.84175312115657,"3.41","1.59",,,,"88.9",1767,"6.3",744873,624133,592663,547180,681082,664761,607208,669016,679032,592206,"54.19",,0.720192,"0.7",1,0,0,,50,3,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",147,"0.067","0.415",,
